year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",89,13,2.25,1.6,3.16,0,5.99,2,1,1375,71,761,118,0,
2023,8,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",62,10,1.97,0.04,0.57,0,7.42,0,1,799,218,1,62,0,
2023,8,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62,10,2.73,1.18,1.8,0,4.28,1,0,766,56,188,78,0,
2023,8,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",66,12,3.69,2.27,4.47,0,1.57,1,1,1397,471,320,388,0,
2023,8,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",92,22,7.76,0,2.96,0,11.28,2,0,1530,628,0,134,0,
2023,8,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1636,256,55.98,27.81,63.64,0,108.57,32,11,29768,9339,4557,4676,0,
2023,8,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",75,12,5.62,0.97,4.41,0,1,0,0,843,535,170,111,0,
2023,8,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",59,7,3.32,0,0.42,0,3.26,2,0,324,117,0,25,0,
2023,8,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",62,13,6.53,0.94,3.54,0,1.99,0,0,707,470,77,87,0,
2023,8,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",30,4,0,0.82,0,0,3.18,1,0,1421,0,532,0,0,
2023,8,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",58,10,2.78,0,3.18,0,4.03,1,0,1604,207,0,1049,0,
2023,8,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",124,13,8.42,1,0.5,0,3.08,3,0,1207,282,650,18,0,
2023,8,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",84,17,4.11,0,4.24,0,8.65,2,2,1124,208,0,164,0,
2023,8,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",166,25,6.02,2.91,11.4,0,4.68,2,0,1465,362,308,523,0,
2023,8,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",62,14,7.46,0.2,3.1,0,3.24,2,2,2641,1238,184,771,0,
2023,8,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",147,30,11.85,0,11,0,7.16,3,0,1628,714,0,324,0,
2023,8,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",154,25,7.96,0,10.66,0,6.38,2,0,1065,289,0,448,0,
2023,8,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",62,13,1.92,0,3.82,0.2,7.05,2,0,900,89,0,203,28,
2023,8,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",92,20,3.74,0,9.41,0,6.85,1,0,1375,398,0,448,0,
2023,8,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",119,17,5.23,3.1,1.96,0,6.71,1,0,1108,341,174,82,0,
2023,8,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",139,17,4.17,2.6,6.67,0,3.55,2,1,891,226,118,348,0,
2023,8,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",137,16,4.88,0.41,5.35,0,5.35,4,0,935,322,12,330,0,
2023,8,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",323,62,24.42,3.4,8.65,0,25.53,6,3,4601,1792,851,304,0,
2023,8,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",232,38,9.94,1,13.46,0,13.6,9,1,2617,752,49,753,0,
2023,8,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",99,15,5.5,1,3.79,0,4.71,2,0,971,275,23,109,0,
2023,8,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",5,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",79,10,2.12,1.69,0.35,0,5.84,2,0,1280,828,59,17,0,
2023,8,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",637,109,29.44,3.89,28.21,0,47.45,8,0,8481,2548,122,1248,0,
2023,8,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62,12,4.59,0,0.2,0,7.21,0,0,878,460,0,5,0,
2023,8,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",27,5,1.08,0,2.14,0,1.77,0,0,418,92,0,118,0,
2023,8,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",205,29,8.52,0.57,11.44,0,8.48,3,0,2886,749,46,1240,0,
2023,8,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",62,11,2,0,7.29,0,1.71,0,0,456,43,0,316,0,
2023,8,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",55,2,0.19,0,0.07,0,1.74,0,0,153,8,0,3,0,
2023,8,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",218,52,18.56,0,10.92,0,22.52,1,0,3728,1539,0,646,0,
2023,8,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1607,262,61.84,13.84,58.28,0,128.03,19,5,24485,6954,1146,4936,0,
2023,8,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",79,14,4.58,2,4.39,0,3.03,1,0,1105,762,64,111,0,
2023,8,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",150,21,9.7,0,4.91,0,6.38,2,0,1264,620,0,237,0,
2023,8,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",58,6,1.93,0,0.07,0,4,1,0,309,180,0,3,0,
2023,8,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31,7,3,1.2,1.12,0,1.68,0,1,718,204,61,78,0,
2023,8,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",53,20,11.59,1,0.8,0,6.62,0,0,1382,653,32,54,0,
2023,8,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",149,18,5.43,0.93,2.2,0,9.43,1,0,1427,525,28,147,0,
2023,8,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",166,14,6.46,0,5.1,0,2.44,1,1,1282,912,0,178,0,
2023,8,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",104,19,6.67,1,4.76,0,6.57,2,0,1141,582,37,126,0,
2023,8,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",57,13,5.29,0,2.7,0,5.01,2,0,1063,451,0,102,0,
2023,8,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",36,4,1,0,1,0,2,0,0,168,28,0,19,0,
2023,8,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",147,32,11.26,0.52,8.83,0,11.38,6,0,1805,695,55,439,0,
2023,8,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",282,43,18.59,1,8.03,0,15.37,6,0,3208,1222,15,356,0,
2023,8,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62,17,4.98,1.76,6.86,0,3.39,1,0,1671,256,898,273,0,
2023,8,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",85,14,6.54,0,4.4,0,3.06,5,0,754,445,0,118,0,
2023,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1576,213,49.85,13.99,76.24,0.1,72.82,32,0,21184,6213,2806,5420,5,
2023,8,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",62,7,3.92,0.98,1.1,0,1,2,0,677,419,161,29,0,
2023,8,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",62,7,3.27,0.09,0.9,0,2.74,0,0,989,708,60,20,0,
2023,8,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",74,7,4.43,0,0.41,0,2.16,1,0,572,365,0,18,0,
2023,8,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",3171,438,116.05,18.62,141.81,0.07,161.45,77,8,37080,13761,1274,8613,6,
2023,8,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",27,4,1,0,1.83,0,1.17,0,0,249,29,0,83,0,
2023,8,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",143,25,8.13,0,6.67,0,10.2,2,0,1749,411,0,300,0,
2023,8,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",31,7,3.35,0,1.68,0,1.98,2,0,142,56,0,28,0,
2023,8,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",41,6,1.61,0.95,1.44,0,2,1,0,230,87,55,32,0,
2023,8,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",58,9,5.61,0,1.24,0,2.15,0,0,467,265,0,117,0,
2023,8,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",62,12,3.51,1.66,3.08,0,3.75,2,0,967,166,258,126,0,
2023,8,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62,9,3.18,0,3.7,0,2.12,0,0,902,187,0,301,0,
2023,8,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",87,13,4.31,0,4.03,0,4.65,2,0,883,365,0,261,0,
2023,8,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",31,6,3,0,1.11,0,1.9,0,0,556,381,0,34,0,
2023,8,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",35,3,2.13,0,0,0,0.87,0,0,77,57,0,0,0,
2023,8,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",739,118,28.66,6.65,20.52,0,62.17,1,2,8708,1869,536,1379,0,
2023,8,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",68,14,5.37,0,3.79,0,4.84,4,0,921,429,0,139,0,
2023,8,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",54,20,6.49,0,4.66,0,8.85,1,0,2126,641,0,198,0,
2023,8,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",186,29,18.38,0.9,5.2,0,4.52,2,1,3632,2351,627,231,0,
2023,8,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",27,3,2.94,0,0.06,0,0,1,0,106,105,0,1,0,
2023,8,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",129,14,4.41,0.33,4.45,0,4.8,4,0,1400,720,80,247,0,
2023,8,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",61,12,5.13,0,0.03,0,6.84,0,0,662,200,0,6,0,
2023,8,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",153,30,7.15,0,14.44,0,8.41,3,0,1386,297,0,573,0,
2023,8,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",614,98,24.12,0,17.17,0,56.71,11,0,6554,1659,0,647,0,
2023,8,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",276,30,14.52,0,6.7,0,8.79,5,0,1666,761,0,244,0,
2023,8,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",89,10,3.28,1.86,2.31,0,2.55,3,0,498,197,52,103,0,
2023,8,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",294,45,14.22,1.55,13.1,0,16.13,3,0,3044,1351,44,654,0,
2023,8,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",31,9,4.69,0,1.31,0,3,0,0,372,178,0,36,0,
2023,8,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",132,23,8.49,0,10.02,0,4.49,5,3,1712,765,0,500,0,
2023,8,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",15,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",86,13,1.08,2,2.81,0,7.11,3,0,1013,38,223,225,0,
2023,8,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",139,13,3.27,0,1.79,0,7.94,4,1,715,171,0,60,0,
2023,8,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",263,49,17.25,2,13.28,0,16.47,2,0,4296,1751,786,744,0,
2023,8,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",98,12,4.4,0.02,2.7,0,4.89,1,0,866,238,4,97,0,
2023,8,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",163,22,10.71,0.79,2.38,0,8.12,0,0,1769,1057,45,98,0,
2023,8,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",232,48,12.89,1.14,12.12,0,21.84,4,0,4257,704,321,998,0,
2023,8,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",62,14,6.55,1.66,2.04,0,3.75,3,0,1684,1157,44,74,0,
2023,8,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",27,3,1,0,0,0,2,0,0,268,33,0,0,0,
2023,8,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",296,70,28.43,0,6.64,0,34.93,2,0,7128,1566,0,412,0,
2023,8,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",93,23,10.29,0.22,2.55,1,8.93,0,0,1476,515,24,110,21,
2023,8,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",60,26,10,0,1.21,0,14.79,2,0,4719,1617,0,38,0,
2023,8,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",93,37,13,0.76,14.73,0,8.51,0,0,1528,508,29,385,0,
2023,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",759,225,67.14,14.76,38.73,0.21,104.17,16,5,20112,5665,950,2152,11,
2023,8,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1376,328,92.41,13.89,80.55,0.55,140.6,11,1,31197,9964,2181,4350,11,
2023,8,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",165,64,19.17,5.38,12.37,0,27.08,2,0,6689,2412,426,511,0,
2023,8,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",77,23,14.58,2.81,0.9,0,4.7,0,0,2321,1603,232,48,0,
2023,8,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",278,90,31.43,5.72,7.27,0,45.59,2,0,5826,2049,428,293,0,
2023,8,AA,American Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",75,24,9.38,0.05,2.95,0,11.62,2,0,2836,758,17,90,0,
2023,8,AA,American Airlines Inc.,BGR,"Bangor, ME: Bangor International",134,24,6.13,0.32,3.4,0,14.15,1,0,1638,483,20,116,0,
2023,8,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",56,27,5.01,2.23,3.98,0,15.78,0,0,2959,929,258,267,0,
2023,8,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",755,221,79.95,8.58,29.61,1.15,101.72,10,1,19927,8122,1069,1303,39,
2023,8,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",117,28,11.32,1,3.38,0,12.3,0,0,2528,577,139,112,0,
2023,8,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1478,454,117.87,28.77,118.12,2.48,186.76,14,2,38482,11286,2379,5785,194,
2023,8,AA,American Airlines Inc.,BTV,"Burlington, VT: Burlington International",51,12,3.74,0.15,1.02,0,7.09,0,0,1097,321,12,51,0,
2023,8,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",188,59,17.45,3.7,7.69,0,30.16,1,3,4442,1285,303,402,0,
2023,8,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",106,23,12.45,0.86,2.73,0,6.96,2,1,2348,1544,144,108,0,
2023,8,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",340,105,40.33,5.31,10.19,0.11,49.06,7,0,8122,2895,384,419,4,
2023,8,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",97,19,7.28,0.23,3.85,0,7.65,0,0,1276,757,25,93,0,
2023,8,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",62,10,3.76,0,1.41,0,4.83,0,0,406,160,0,74,0,
2023,8,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",424,101,26.22,5.45,12.07,0.13,57.13,11,2,9084,1770,445,540,4,
2023,8,AA,American Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",119,52,16.14,0.83,4.16,0,30.87,2,0,5715,2008,62,185,0,
2023,8,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",505,155,49.79,7.36,33.83,2.02,62,4,5,12930,5397,522,1384,64,
2023,8,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",10497,2500,636.4,143.81,503.91,9.07,1206.81,230,43,294629,110971,14250,29468,678,
2023,8,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",382,104,33.48,1.09,8.8,0.19,60.45,6,0,7941,2194,79,467,14,
2023,8,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",95,19,7.79,0.12,2.51,0,8.58,1,0,1034,471,2,97,0,
2023,8,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",285,93,27.23,5.16,11.91,0,48.7,2,0,10725,1996,632,702,0,
2023,8,AA,American Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",46,11,4.49,0.9,2.75,0,2.86,0,0,898,471,39,81,0,
2023,8,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2526,607,171.68,26.15,146.1,2.1,260.96,58,21,60619,22785,2001,6618,80,
2023,8,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",739,237,77.39,5.96,61.23,0.3,92.12,9,1,21177,6971,776,2876,29,
2023,8,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14953,3212,898.24,103.53,516.87,9.69,1683.67,151,45,376057,141614,7619,20738,537,
2023,8,AA,American Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",1,1,1,0,0,0,0,0,0,56,56,0,0,0,
2023,8,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",234,64,27.32,0.42,4.14,0,32.12,0,0,6775,2967,47,226,0,
2023,8,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",401,97,37.06,3.48,14.39,0.13,41.93,2,2,7508,3208,218,635,19,
2023,8,AA,American Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",62,20,5.49,0,1.63,0,12.88,1,0,2738,991,0,105,0,
2023,8,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",62,12,6.29,0,0.69,0,5.03,0,0,756,412,0,57,0,
2023,8,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",248,79,27.13,0.8,3.93,0,47.15,3,1,11859,2607,117,229,0,
2023,8,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",62,23,5.12,0,1.15,0,16.73,0,0,1657,470,0,44,0,
2023,8,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",671,195,62.51,11.22,47.06,0.2,74.01,10,2,13847,4866,1221,2079,31,
2023,8,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",92,13,5.73,0.97,0.13,0,6.17,2,0,1364,364,59,19,0,
2023,8,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",244,69,26.03,1.94,7.71,0.25,33.07,2,0,5889,1672,158,310,21,
2023,8,AA,American Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",72,18,6.03,0.47,4.65,0,6.85,0,0,1005,368,48,192,0,
2023,8,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",447,129,40.22,3.59,27.19,0.25,57.76,5,3,11667,3675,514,1169,9,
2023,8,AA,American Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",62,25,9.74,0,5.15,0,10.11,0,0,2900,800,0,344,0,
2023,8,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",93,25,10.35,0,3.81,0,10.84,1,0,3519,714,0,143,0,
2023,8,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",166,56,17.95,1.69,5.15,0,31.22,2,2,8476,2361,76,263,0,
2023,8,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",122,33,11.03,1.49,4.22,0.05,16.2,1,0,3809,496,169,154,3,
2023,8,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",123,44,10.4,4.01,2.63,0.11,26.85,0,0,3849,753,324,122,27,
2023,8,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",186,41,14.52,0,14.92,0,11.55,0,2,2878,959,0,370,0,
2023,8,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",9,5,1.28,0,0.02,0,3.7,0,0,581,125,0,3,0,
2023,8,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",76,12,4.85,0.75,0.67,0,5.73,0,0,834,338,49,23,0,
2023,8,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",683,180,75.08,8.1,19.13,0,77.69,8,1,17333,7728,838,1105,0,
2023,8,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",73,25,14.01,0,1.61,0,9.38,3,0,4343,2493,0,51,0,
2023,8,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",184,59,20.56,3.8,8.7,0,25.94,3,0,4670,1496,309,430,0,
2023,8,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",561,170,50.09,4.02,24.68,1.15,90.06,5,0,17791,4270,345,1042,51,
2023,8,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",99,15,3.25,1.39,2.73,0,7.63,0,0,1365,207,192,187,0,
2023,8,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",604,182,56.04,4.56,25.63,1.4,94.37,23,1,15927,3880,405,1273,44,
2023,8,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1220,307,108.58,16.89,88.99,1.73,90.82,8,2,27925,10897,2402,4092,41,
2023,8,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,15,5.69,0,4.69,0,4.62,0,1,1007,561,0,124,0,
2023,8,AA,American Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",1219,413,126.67,12.53,89.46,3.5,180.83,11,1,36270,10163,1045,4053,193,
2023,8,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2611,661,228.63,24.32,131.79,0.66,275.6,19,8,64858,26362,2603,5576,53,
2023,8,AA,American Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",75,21,7.12,0,0.53,0,13.35,2,0,3293,944,0,62,0,
2023,8,AA,American Airlines Inc.,LEX,"Lexington, KY: Blue Grass",72,30,11.45,0,1.04,0,17.51,1,0,4172,1392,0,74,0,
2023,8,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1558,372,131.89,29.5,70.2,2.01,138.4,26,8,34763,11381,2683,3942,111,
2023,8,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",62,9,4.2,0,1.41,0,3.39,0,0,969,292,0,45,0,
2023,8,AA,American Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",57,16,3.96,0,2.45,0,9.59,2,0,1777,494,0,66,0,
2023,8,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",513,167,57.12,6.14,14.36,0.2,89.18,7,0,13922,4404,506,686,38,
2023,8,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1556,417,116.27,19.65,100.2,0,180.87,24,12,44135,11845,2606,6022,0,
2023,8,AA,American Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",75,22,10.31,0,1.95,0,9.75,0,0,2528,594,0,70,0,
2023,8,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",428,135,39.04,5.98,19.95,0,70.02,9,0,12945,4058,514,686,0,
2023,8,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",141,25,12.53,0.02,1.39,0,11.05,2,0,1386,482,1,47,0,
2023,8,AA,American Airlines Inc.,MHT,"Manchester, NH: Manchester Boston Regional",17,4,3.04,0,0.31,0,0.66,0,0,313,229,0,44,0,
2023,8,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4604,1094,315.59,30.91,351.33,6.24,389.93,86,34,102683,31859,3022,20060,366,
2023,8,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",214,74,25.66,3.04,5.92,0,39.38,3,0,7645,2779,300,265,0,
2023,8,AA,American Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",73,26,10.04,0,2.51,0,13.44,2,0,2955,810,0,114,0,
2023,8,AA,American Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",207,57,18.43,2.16,5.91,0,30.5,1,0,5855,2007,195,187,0,
2023,8,AA,American Airlines Inc.,MSO,"Missoula, MT: Missoula Montana",44,11,2.94,0,4.37,0,3.7,0,0,554,93,0,142,0,
2023,8,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",402,86,35.23,3.34,14.12,0,33.31,2,0,7966,3772,269,864,0,
